nav_root,nav_group,nav_group_1,Part Number,Description,Discount Type,2026 List Price
Gent by Honeywell,Winmag,,WM2200,WINMAG plus Client - single license,HSF,£457.00
Gent by Honeywell,Winmag,,WM2210,WINMAG plus Client - licenses  5 pcs,HSF,"£1,948.00"
Gent by Honeywell,Winmag,,WM2220,"WINMAG plus Client - licenses, 10 pcs",HSF,"£2,842.00"
Gent by Honeywell,Winmag,,WM2230,"WINMAG plus Client - licenses, 25 pcs",HSF,"£4,464.00"
Gent by Honeywell,Winmag,,WM2310,WINMAG plus upgrade to newest version. 2500 Data Points.,HSF,£610.00
Gent by Honeywell,Winmag,,WM2320,"WINMAG plus upgrade to newest version. 10,000 Data Points.",HSF,"£1,142.00"
Gent by Honeywell,Winmag,,WM2330,"WINMAG plus upgrade to newest version. 20,000 Data Points.",HSF,"£2,283.00"
Gent by Honeywell,Winmag,,WM2340,"WINMAG plus upgrade to newest version. 50,000 Data Points.",HSF,"£3,804.00"
Gent by Honeywell,Winmag,,WM3120,Option Fire system Gent,HSF,£381.00
Gent by Honeywell,Winmag,,WM3130,Option Fire system Notifier,HSF,£407.00
Gent by Honeywell,Winmag,,WM3140,Option Variodyn D1,HSF,£381.00
Gent by Honeywell,Winmag,,WM4030,Option Multi-Monitor,HSF,"£1,142.00"
Gent by Honeywell,Winmag,,WM4040,Option Auto-CAD®,HSF,"£2,672.00"
Gent by Honeywell,Winmag,,WM4120,Option Notification,HSF,"£1,337.00"
Gent by Honeywell,Winmag,,WM4130,Option Escalation,HSF,"£1,427.00"
Gent by Honeywell,Winmag,,WM5100,WINMAG plus OPC Server,HSF,"£4,080.00"
Gent by Honeywell,Winmag,,WM5200,WINMAG plus OPC Client,HSF,"£2,969.00"
Gent by Honeywell,Winmag,,WM5300,OPC/BACnet 500 Tags,HSF,"£1,783.00"
Gent by Honeywell,Winmag,,WM5600,WINMAG plus BACnet Server,HSF,"£4,356.00"
Gent by Honeywell,Winmag,,WM5700,WINMAG plus BACnet  Client,HSF,"£3,169.00"
Gent by Honeywell,Winmag,,WM5800,Software universal gateway for PC,HSF,"£1,854.00"
Intrinsically Safe,Zenner Barrier,,764744,Z-System Zener barrier for intrinsically safe detectors,STD,"£1,451.00"
Intrinsically Safe,Zenner Barrier,,764746,Z-System Zener barrier for AV device (Drives one sounder or two strobes),STD,"£1,043.00"
Intrinsically Safe,Detector,,803271.EX,Intrinsically Safe Heat Detector (Rate of Rise) - Please use base 805590.,STD,£216.00
Intrinsically Safe,Detector,,803371.EX,Intrinsically Safe Optical Smoke Detector - Please use base 805590.,STD,£250.00
Intrinsically Safe,Detector,,803374.EX,Intrinsically Safe Dual Angle Optical Heat Detector - Please use base 805590.,STD,£268.00
Intrinsically Safe,MCP,,M1A-R470SG-K013-81,"intrinsically safe indoor call point, 470 ohm. ATEX Approved.",STD,£49.30
Intrinsically Safe,MCP,,W1A-R470SG-K013-81,"Intrinsically safe outdoor call point, 470 ohm.",STD,£138.00
Intrinsically Safe,Wall Sounder,,SOUNDER-EX,Banshee Excel IS28 MK6 ATEX approved sounder (No EN54-3 approval) Monitored,STD,£765.00
Intrinsically Safe,Wall VID,,VID-EX,IS Flashdome ATEX Approved Visual indicating device  (No EN54-23 Approval) Monitored ,STD,£547.00
Li-on Tamer,Lithium Ion Off-Gas Detection,,LT-SEN-M,Monitoring sensor,XLS,"£1,239.00"
Li-on Tamer,Lithium Ion Off-Gas Detection,,LT-ACC-TST,DEC Bump Test Bottle,HSF,£220.00
Li-on Tamer,Gas Detection,,LT-ACC-ERO-16,Ethernet Relay Output 16 port,XLS,"£1,986.00"
Li-on Tamer,Gas Detection,,LT-ACC-ETS-16,Ethernet Switch 16 port,XLS,"£2,227.00"
Li-on Tamer,Gas Detection,,LT-ACC-ETS-5,Ethernet Switch 5 port,XLS,£585.00
Li-on Tamer,Gas Detection,,LT-ACC-ETS-8,Ethernet Switch 8 port,XLS,£773.00
Li-on Tamer,Gas Detection,,LT-ACC-HUB-POE-HON,Hub PoE LT Gen 3,XLS,£606.00
Li-on Tamer,Gas Detection,,LT-ACC-HUB-PWR-HON,Hub Direct Power LT Gen 3,XLS,£449.00
Li-on Tamer,Gas Detection,,LT-ACC-NCL-10,RJ45 Cable 10' LT Gen 3,XLS,£29.40
Li-on Tamer,Gas Detection,,LT-ACC-NCL-100,RJ45 Cable 100' LT Gen 3,XLS,£191.00
Li-on Tamer,Gas Detection,,LT-ACC-NCL-25,RJ45 Cable 25' LT Gen 3,XLS,£43.80
Li-on Tamer,Gas Detection,,LT-ACC-NCL-3,RJ45 Cable 3' LT Gen 3,XLS,£11.10
Li-on Tamer,Gas Detection,,LT-ACC-NCL-5,RJ45 Cable 5' LT Gen 3,XLS,£15.30
Li-on Tamer,Gas Detection,,LT-ACC-NCL-50,RJ45 Cable 50' LT Gen 3,XLS,£99.00
Li-on Tamer,Gas Detection,,LT-ACC-POE-24,"Ethernet Switch PoE, 24 ports",XLS,"£2,845.00"
Li-on Tamer,Gas Detection,,LT-ACC-POE-4,"Ethernet Switch PoE, 4 ports",XLS,"£2,038.00"
Li-on Tamer,Gas Detection,,LT-ACC-PWR-12,Power Supply 12VDC,XLS,£206.00
Li-on Tamer,Gas Detection,,LT-ACC-PWR-48,Power Supply 48VDC,XLS,£245.00
Li-on Tamer,Gas Detection,,LT-ACC-SAK,Spare 4xTerminators 1xScrew Adapter,XLS,£113.00
Li-on Tamer,Gas Detection,,LT-CTR-SML,Ctr LT Gen 3,XLS,"£2,116.00"
Li-on Tamer,Gas Detection,,LT-CTR-SML-DMK,Ctr Small DIN-Mount Kit LT Gen 3,XLS,£41.30
Li-on Tamer,Gas Detection,,LT-SEN-M3,Sensor Monitoring LT Gen 3,XLS,£685.00
Li-on Tamer,Gas Detection,,LT-SEN-R3,Sensor Reference LT Gen 3,XLS,£685.00
Li-on Tamer,Gas Detection,,LT-ACC-ERO-MKT,Relay Output DIN-Rail Mount Kit,XLS,£112.00
Li-on Tamer,Gas Detection,,LT-ACC-HUB-MKT,Hub DIN-Rail Mount Kit,XLS,£66.00
Li-on Tamer,Gas Detection,,LT-ACC-POE-24-ADR,"PoE Switch 24 port, IEC Power Adapter",XLS,£93.00
Li-ion Tamer,Gas Detection,,LT-SEN-MOS,Li-ion Tamer Multi Output System,XLS,"£1,189.00"
Li-ion Tamer,Gas Detection,,LT-SEN-IM-UL,Li-ion Tamer Interface Module UL,XLS,£248.00
Li-ion Tamer,Gas Detection,,LT-SEN-M-L,Li-ion Tamer GEN2+ monitoring sensor,XLS,"£1,186.00"
Morley,Morley Max ,,MA-1000-01,Morley-IAS Max Single loop (non-networkable) For System Sensor & Apollo protocol,MORLEY,"£1,220.00"
Morley,Morley Max ,,MA-1000-03,"Morley-IAS Max Single loop (non-networkable) For Morley-IAS, System Sensor & Apollo protocol",MORLEY,"£1,220.00"
Morley,Morley Max ,,MA-1BZL,Morley-IAS Max MA-1000 Bezel,MORLEY,£158.00
Morley,Morley Max ,,MA-2000-01,Morley-IAS Max two loop (networkable) For System Sensor & Apollo protocol,MORLEY,"£1,627.00"
Morley,Morley Max ,,MA-2000-03,"Morley-IAS Max Stwo loop (networkable) For Morley-IAS, System Sensor & Apollo protocol",MORLEY,"£1,627.00"
Morley,Morley Max ,,MA-2BZL,Morley-IAS Max MA-2000 Bezel,MORLEY,£179.00
Morley,Morley Max ,,MA-8000-01,"Morley-IAS Max four loop, expandable to eight (networkable) For System Sensor & Apollo protocol",MORLEY,"£2,614.00"
Morley,Morley Max ,,MA-8000-03,"Morley-IAS Max four loop, expandable to eight (networkable) For Morley-IAS, System Sensor & Apollo protocol",MORLEY,"£2,614.00"
Morley,Morley Max ,,MA-8BZL,Morley-IAS Max MA-8000 Bezel,MORLEY,£199.00
Morley,Morley Max ,,MA-LIB2-01,Morley-IAS Max dual Loop card for MA-8000. includes mounting fixtures,MORLEY,£890.00
Morley,Morley Max ,,E-SIB,Morley-IAS Max Communication dongle for CAN Bus & Serial TPP enablement (MA-2000 & MA-8000 only),MORLEY,£474.00
Morley,Morley Max ,,5000.00.003,MA-2000-XX & MA-8000-XX User terminal board,MORLEY,£474.00
Morley,Morley Max ,,5000.00.005,MA-2000-XX & MA-8000-XX Flat Ribbon Cable Kit,MORLEY,£106.00
Morley,Morley Max ,,5000.00.006,Max Battery Cables  &  temperature probe,MORLEY,£42.90
Morley,Morley Max ,,5000.00.007,MA-2000-XX PSU - Power Supply unit,MORLEY,£526.00
Morley,Morley Max ,,5000.00.008,MA-8000-XX PSU - Power Supply unit,MORLEY,£631.00
Morley,Morley Max ,,5000.00.019,MA-1000-XX User terminal board,MORLEY,£403.00
Morley,Morley Max ,,5000.00.021,MA-1000-XX PSU - Power Supply unit,MORLEY,£369.00
Morley,Morley Max ,,5000.00.025,MA-1000-XX Flat Ribbon Cable Kit,MORLEY,£85.00
Morley,Morley Max ,,5000.00.022,MA-1000-01 Main control board including display LCD - Region 1,MORLEY,£934.00
Morley,Morley Max ,,5000.00.024,MA-1000-03 Main control board including display LCD - Region 3,MORLEY,£934.00
Morley,Morley Max ,,5000.00.010,MA-2000-01 Main control board including display LCD - Region 1,MORLEY,"£1,366.00"
Morley,Morley Max ,,5000.00.012,MA-2000-03 Main control board including display LCD - Region 3,MORLEY,"£1,517.00"
Morley,Morley Max ,,5000.00.013,MA-8000-01 Main control board including display LCD - Region 1,MORLEY,"£1,576.00"
Morley,Morley Max ,,5000.00.015,MA-8000-03 Main control board including display LCD - Region 3,MORLEY,"£1,750.00"
Morley,Morley Max ,,5000.00.016,MA-8000-XX 3U Front battery Cover/Blank,MORLEY,£127.00
Morley,Morley Max ,,5000.00.017,MA-2000-XX & MA-8000-XX Front Door including screws. Ex PBC,MORLEY,£452.00
Morley,Morley Max ,,5000.00.026,MA-1000-XX  Front Door including screws. Ex PBC,MORLEY,£455.00
Morley,Morley Max ,,MA-LCD7,"Max 7"" Touchscreen repeater/zonal mimic",MORLEY,£785.00
Morley,Morley Plus panel,,PL-1000,PLUS compact addressable fire panel,MORLEY,£762.00
Morley,Morley Plus panel,,PL-LIB01S,PLUS LOOP CARD V2,MORLEY,£224.00
Morley,Morley DXc Panels,,714-001-111,"DXc1 Single loop panel (no zone LEDs) 230Vac, 2 sounder circuits. Supports Apollo, System Sensor and Hochiki protocols.
260 x 390 x 147mm (H x W x D).
",MORLEY,"£1,247.00"
Morley,Morley DXc Panels,,714-001-221,"DXc2 2 Loop control  panel  (no zone LEDs) 230Vac, 2 sounder circuits.  Supports Apollo, System Sensor and Hochiki protocols.391.5 x 390 x 147mm (H x W x D).
",MORLEY,"£1,995.00"
Morley,Morley DXc Panels,,714-001-241,"DXc4 4 Loop control  panel  (no zone LEDs) 230Vac, 2 sounder circuits.  Supports Apollo, System Sensor and Hochiki protocols.391.5 x 390 x 147mm (H x W x D).
",MORLEY,"£3,241.00"
Morley,Morley DXc Panels,,795-102,"40 Zone LED Card, includes PCB, ribbon cable, zone number labels & fixings. Zone LED PCB is fitted to the lower half of the front door  ",MORLEY,£149.00
Morley,Morley DXc Panels,,795-124,"80 ZONE LED Card, includes PCB, ribbon cable, zone number labels & fixings. Zone LED PCB is fitted to the lower half of the front door",MORLEY,£303.00
Morley,Morley DXc Panels,,795-111,DXc 2 Loop Expansion Card for use with the DXc4 only,MORLEY,"£2,421.00"
Morley,Morley DXc Panels,,795-121,"DXc extension Box  increases the enclosure size of a DXc1, DXc2, or DXc4 control panel to accommodate larger batteries, relays or other equipment by fitting the extension back box, 263 x 390 x 147 (H x W x D).This Extension Box is supplied without covers. Two covers must be used with the box. Any combination of the three listed below can be used: 795-101, 795-103, 795-116",MORLEY,£297.00
Morley,Morley DXc Panels,,795-101,DXc Extension Box Cover Blank For Extension Box,MORLEY,£117.00
Morley,Morley DXc Panels,,795-103,"DXc Extension cover, comes with 80 zone LED card",MORLEY,£481.00
Morley,Morley DXc Panels,,795-116,"The custom key plate cover is supplied with a painted metal plate. The metal plate can be removed and drilled to accept key switches or indicators and labelled accordingly by the installer. The custom key plate cover can be used to replace the blank cover supplied with the DXc2/4 control panels or used with the extension backbox, part No. 795-121",MORLEY,£187.00
Morley,Morley DXc Panels,,795-118,"DXc key switch kit,  Control panels can be fitted with an optional key switch kit fitted by removing the existing label and replacing with a new label supplied with the kit. The flying lead (fitted with a plug) pushes on to the two pins situated at the bottom of the main display PCB",MORLEY,£151.00
Morley,Morley DXc Panels,,797-090,"DXc Extension EN54-4 compliant PSU backbox increases the enclosure size of a DXc2, or DXc4 control panel to accommodate an additional pair of 17Ah batteries to provide increased system battery standby of up to 34Ah at 24V(depending o the batteries fitted in the panel) . This unit is supplied with the backbox, two cover blanks and an additional power supply unit (PSU). 263 x 390 x 147 (H x W x D)",MORLEY,£847.00
Morley,Morley DXc Panels,,795-112,Flush bezel kit for DXc1 (small enclosure),MORLEY,£221.00
Morley,Morley DXc Panels,,795-113,Flush bezel kit for DXc 2/4 (medium enclosure),MORLEY,£276.00
Morley,Morley DXc Panels,,795-114,Flush bezel kit for DXc 1 with the extension backbox fitted (small enclosure),MORLEY,£252.00
Morley,Morley DXc Panels,,795-115,Flush bezel kit for DXc 2/4 with the extension backbox fitted (medium enclosure),MORLEY,£306.00
Morley,Morley DXc Panels,,795-120,Rack Mount Bracket for DXc2/4,MORLEY,£354.00
Morley,Morley DXc Panels,,795-104,"DXc replacement door for DXc control panels. The spare door fits all three variants of the panel, DXc1, DXc2 & DXc4 and is supplied complete with display PCB, facia label, ribbon cable and lock.",MORLEY,£806.00
Morley,Morley DXc Panels,,795-083,"Keyswitch kit. Keyswitch and 2x keys to mount into DX series control panels. Used for Level 2 access, class change and control of functions",MORLEY,£223.00
Morley,Morley DXc Panels,,795-099,"Kit DXc Network Card, In order to connect panels together to create a network a DXc Network card must be fitted to each panel    ",MORLEY,£600.00
Morley,Morley DXc Panels,,795-122,DXc RS232 Card allows the connection of a serial device to the panel such as BMS system or our Visuleyez product range,MORLEY,£406.00
Morley,Morley DXc Panels,,795-132,"For use with DXc1-M (714-001-214) & DXc2-M (714-001-224) only. I/O card for EN54-13 compliant sounder circuits, Fire Routing interface, Fault Routing interface and Fire Protection interface.  Routing Termination units may be required depending on application. Allows compliance with EN54-2 OWR 7.9.1 and 7.9.2, OWR 7.10, OWR 8.9",MORLEY,£386.00
Morley,Morley DXc Panels,,020-773,Routing Termination Unit 1 (RTU01).   Use on the Fault Routing output on the 795-132 to allow full monitoring of the transmission path to transmission device.  Allows compliance with EN54-2 OWR 8.9,MORLEY,£244.00
Morley,Morley DXc Panels,,795-097,"DXc Software programming kit (SPK) supports System Sensor, Apollo and Hochiki protocols",MORLEY,£384.00
Morley,Morley DXc Panels,,795-084,Spare keys for 795-083 - Pack of 5,MORLEY,£79.00
Morley,Morley DXc Panels,,795-108-001,"DXc replacement text inserts,  pack includes all text inserts/slide-in labels including both blank and numbered labels for Zone LEDs. Pack also includes the User Reference Guide and the Quick Start Manual",MORLEY,£156.00
Morley,Morley DXc Panels,,795-109-001,"DXc 1 loop base card - Apollo, System Sensor and Hochiki protocols",MORLEY,"£1,117.00"
Morley,Morley DXc Panels,,795-110-001,"DXc 2 loop base card - Apollo, System Sensor and Hochiki protocols",MORLEY,"£1,970.00"
Morley,Morley DXc Panels,,795-110-002,DXc 2 loop base card  - Morley Protocol,MORLEY,"£1,901.00"
Morley,Morley DXc Panels,,795-106,DXc1 Spare Power supply unit (PSU) for 1 loop panel,MORLEY,£725.00
Morley,Morley DXc Panels,,795-107,DXc2/4 Spare Power supply unit (PSU) 2/4 loop panel,MORLEY,"£1,094.00"
Morley,Morley ZXSe Panels,,722-001-301,"ZX1Se single loop control panel. 230Vac, 2 sounder circuits, 4 line display and networking capability. 400 x 400 x 135mm (H x W x D). Order loop cards separately. Languages supplied: English, Italian, Spanish, Portuguese, Polish, Dutch, Slovenian and Croatian. Supplied with 20 zonal LED's , not expandable",MORLEY,"£1,730.00"
Morley,Morley ZXSe Panels,,720-001-301,"ZX2Se 1-2 loop control panel. 230Vac, 2 sounder circuits, 4 line display and networking capability. 400 x 400 x 135mm (H x W x D). Order loop cards separately. Languages supplied: English, Italian, Spanish, Portuguese, Polish, Dutch, Slovenian and Croatian. Supplied with 20 zonal LED's , not expandable",MORLEY,"£2,314.00"
Morley,Morley ZXSe Panels,,721-001-301,"ZX5Se 1-5 loop control panel. 230Vac, 4 sounder circuits, 4 line display and networking capability. 6 Amp PSU with 460mA loop capability 500 x 500 x 195mm (H x W x D). Order loop cards separately. Languages supplied: English, Italian, Spanish, Portuguese, Polish, Dutch, Slovenian and Croatian. Supplied with 20 zonal LED's ,  expandable to 40 or 80 with part numbers 795-077-020 or 795-077-060",MORLEY,"£3,814.00"
Morley,Morley ZXSe Panels,,721-002-301,"ZX5Se 1-5 loop control panel complete with Stainless Steel door and bezel. 230Vac, 4 sounder circuits, 4 line display and networking capability. 400 x 400 x 135mm (H x W x D). Order loop cards separately. Languages supplied: English, Italian, Spanish, Portuguese, Polish, Dutch, Slovenian and Croatian. Supplied with 20 zonal LED's ,  expandable to 40 or 80 with part numbers 795-077-020 or 795-077-060",MORLEY,"£5,945.00"
Morley,Morley ZXSe Panels,,721-001-140,"ZX5Se 1-5 loop 140 Zone LED control panel. 230Vac, 4 sounder circuits, 4 line display and networking capability. 6 Amp PSU with 460mA loop capability 500 x 500 x 195mm (H x W x D). Order loop cards separately. Languages supplied: English, Italian, Spanish, Portuguese, Polish, Dutch, Slovenian and Croatian. supplied with 140 Zone led's",MORLEY,"£6,543.00"
Morley,Morley ZXSe Panels,,721-001-200,"ZX5Se 1-5 loop 200 Zone LED control panel. 230Vac, 4 sounder circuits, 4 line display and networking capability. 6 Amp PSU with 460mA loop capability 500 x 500 x 195mm (H x W x D). Order loop cards separately. Languages supplied: English, Italian, Spanish, Portuguese, Polish, Dutch, Slovenian and Croatian. supplied with 200 Zone LED's",MORLEY,"£7,564.00"
Morley,Morley ZXSe Panels,,795-068-100,"Loop driver card for ZX panels, System Sensor protocol, 460mA",MORLEY,£308.00
Morley,Morley ZXSe Panels,,795-066-100,"Loop driver card for Apollo Discovery or XP95 protocols, 460mA",MORLEY,£420.00
Morley,Morley ZXSe Panels,,795-058-105,"Loop driver card for Hochiki ESP protocol, 460mA",MORLEY,£432.00
Morley,Morley ZXSe Panels,,795-068,ZXe Loop driver card for System Sensor protocol,MORLEY,£599.00
Morley,Morley ZXSe Panels,,795-072,ZXe Loop driver card for Morley protocol,MORLEY,£599.00
Morley,Morley ZXSe Panels,,795-048,ZXe Loop driver card for Apollo Series 90 or XP95 protocol,MORLEY,£915.00
Morley,Morley ZXSe Panels,,795-066,ZXe Loop driver card for Apollo Discovery or XP95 protocol,MORLEY,£628.00
Morley,Morley ZXSe Panels,,795-058-005,ZXe Loop driver card for Hochiki ESP protocol,MORLEY,£657.00
Morley,Morley ZXSe Panels,,795-044-001,ZXe Loop driver card for Nittan protocol,MORLEY,£836.00
Morley,Morley ZXSe Panels,,795-077-020,"20 Zone LED Card, includes PCB, ribbon cable & fixings. Zone LED PCB is fitted below the display card and increases the total number of zone LEDs to 40",MORLEY,£363.00
Morley,Morley ZXSe Panels,,795-077-060,"60 Zone LED Card, includes PCB, ribbon cable & fixings. Zone LED PCB is fitted below the display card and increases the total number of zone LEDs to 80",MORLEY,£710.00
Morley,Morley ZXSe Panels,,795-051-001,Internal Printer for use with ZX5Se panels.,MORLEY,£857.00
Morley,Morley ZXSe Panels,,796-017,Printer paper roll and printer ribbon for ZXe/ZXSe internal printer. (795-051-001),MORLEY,£83.00
Morley,Morley ZXSe Panels,,796-042,Thermal printer paper roll for ZX External printer 795-060-002,MORLEY,£69.00
Morley,Morley ZXSe Panels,,020-820,Replacement printer paper roll,MORLEY,£39.30
Morley,Morley ZXSe Panels,,795-014,"4-way, Programmable Output Relay Module, PCB only. Requires 24 Vdc supply and an RS485 card to be fitted in the control panel",MORLEY,£685.00
Morley,Morley ZXSe Panels,,795-015,"4-way, Programmable Sounder Module, PCB only. Requires 24 Vdc supply and an RS485 card to be fitted in the control panel",MORLEY,£763.00
Morley,Morley ZXSe Panels,,797-077,ZX1(S)e & 2(S)e Battery box or mounting enclosure. Size 400 x 400 x 135mm (H x W x D),MORLEY,£420.00
Morley,Morley ZXSe Panels,,797-078,ZX5(S)e Battery box or mounting enclosure. Size 500 x 500 x 185mm (H x W x D),MORLEY,£508.00
Morley,Morley ZXSe Panels,,797-076,L' shaped mounting bracket to fit peripheral PCB's into Zxe/ZX5e/ZXSe,MORLEY,£163.00
Morley,Morley ZXSe Panels,,797-061,ZX1(S)e/ZX2(S)e Bezel kit. Semi-flush mounting kit for ZX1(S)e or ZX2(S)e control panel. Bezel dimensions 450 x 450 mm (H x W),MORLEY,£163.00
Morley,Morley ZXSe Panels,,797-063,"ZX1SE and ZX2Se Glass Door Kit, comprises a new inner door and plexiglass window allowing controls to protected and recessed within the existing enclosure",MORLEY,£468.00
Morley,Morley ZXSe Panels,,797-062,ZX5Se Bezel kit. Semi-flush mounting kit for ZX5(S)e control panel. Bezel dimensions 550 x 550mm (H x W),MORLEY,£280.00
Morley,Morley ZXSe Panels,,797-064,"ZX5Se Glass Door Kit, comprises a new inner door and plexiglass window allowing controls to protected and recessed within the existing enclosure",MORLEY,£760.00
Morley,Morley ZXSe Panels,,796-183,ZX1/2Se Retrofit 4 line display kit including display plate and overlay,MORLEY,£936.00
Morley,Morley ZXSe Panels,,795-136,ZX1/2SE Back Box. Includes the metal work only,MORLEY,£914.00
Morley,Morley ZXSe Panels,,795-141,ZX1/2SE Door. Metal work only,MORLEY,£643.00
Morley,Morley ZXSe Panels,,795-137,ZX5SE Back Box. Metal work only,MORLEY,"£1,661.00"
Morley,Morley ZXSe Panels,,795-142,ZX5SE Door. Metal work only,MORLEY,"£1,169.00"
Morley,Morley ZXSe Panels,,020-825,Lock and key for ZX series control panels,MORLEY,£30.60
Morley,Morley ZXSe Panels,,796-181,ZX5Se Retrofit 4 line display including display plate and overlay,MORLEY,£935.00
Morley,Morley ZXSe Panels,,020-891,Morley-IAS USB Upload/Download Lead. The lead provides the interface between a PC and any Morley-IAS fire alarm control panel,MORLEY,£242.00
Morley,Morley ZXSe Panels,,795-016,Sounder booster PSU. Enclosure comprising 24Vdc PSU/Charger and single sounder circuit controller. 500 x 500 x 180mm (H x W x D),MORLEY,"£1,293.00"
Morley,Morley ZXSe Panels,,795-004-001,RS 485 Communication module,MORLEY,£422.00
Morley,Morley ZXSe Panels,,795-005,RS 232 communication module,MORLEY,£419.00
Morley,Morley ZXSe Panels,,795-057,MODBUS interface module. Requires an RS485 card to be fitted in the control panel,MORLEY,"£1,992.00"
Morley,Morley ZXSe Panels,,795-045,RS485 to RS232 converter,MORLEY,£970.00
Morley,Morley ZXSe Panels,,795-038-001,"Hi-485 communication module, PCB only. Requires an RS485 card to be fitted in the control panel",MORLEY,£793.00
Morley,Morley ZXSe Panels,,796-860,ZX Series V8.60 replacement software (set of two EPROMS),MORLEY,£296.00
Morley,Morley ZXSe Panels,,796-855,ZX Series V8.55 replacement software (set of two EPROMS),MORLEY,£572.00
Morley,Morley ZXSe Panels,,796-845,ZX Series V8.45 replacement software (set of two EPROMS),MORLEY,£588.00
Morley,Morley ZXSe Panels,,796-706,ZX Series V7.06 replacement software (set of two EPROMS),MORLEY,"£1,008.00"
Morley,Morley ZXSe Panels,,797-021,Spare key for ZX series control panels. Quantity 1,MORLEY,£19.30
Morley,Morley ZXSe Panels,,796-171,Single loop base PCB for ZX1Se,MORLEY,£993.00
Morley,Morley ZXSe Panels,,796-170,2 loop base card for ZX2Se,MORLEY,"£1,082.00"
Morley,Morley ZXSe Panels,,796-162,5 loop base PCB for ZX5e/ZX5Se,MORLEY,"£1,200.00"
Morley,Morley ZXSe Panels,,796-045,Micro processor pcb (CPU) for ZX series control panels. Supplied without software,MORLEY,£890.00
Morley,Morley ZXSe Panels,,796-177,2 Amp PSU for post-Jan 2010 ZX1Se/2Se. PSU only this part does not come with chassis plate,MORLEY,£836.00
Morley,Morley ZXSe Panels,,796-178,Spare PSU for ZX5Se post-Jan 2010. PSU only this part does not come with chassis plate,MORLEY,"£1,281.00"
Morley,Morley ZXSe Panels,,796-175,ZX1/2Se retrofit PSU kit including chassis,MORLEY,"£1,091.00"
Morley,Morley ZXSe Panels,,796-184,ZX2Se retrofit PSU & base card PCB kit,MORLEY,"£1,575.00"
Morley,Morley ZXSe Panels,,796-176,ZX5Se retrofit PSU kit including chassis,MORLEY,"£1,397.00"
Morley,Morley ZXSe Panels,,796-180,Retrofit PSU & base card PCB kit,MORLEY,"£1,950.00"
Morley,Morley ZXSe Panels,,709-601-001,"Morley-IAS Active Repeater. Silence, Mute, Reset, Accept, Evacuate and Test Controls. Requires 24 Vdc supply and a RS485 card when used with a ZX control panel. 165 x 254 x 50mm (H x W x D)",MORLEY,"£1,374.00"
Morley,Morley ZXSe Panels,,709-701-001,Morley-IAS Passive Repeater. Requires 24 Vdc supply and a RS485 card when used with a ZX control panel. 165 x 254 x 50mm (H x W x D),MORLEY,"£1,160.00"
Morley,Morley ZXSe Panels,,020-600-002,"Bezel kit for Active or Passive repeaters. Semi-flush mounting, 218 x 307 mm (H x W)",MORLEY,£165.00
Morley,Morley ZXSe Panels,,020-835,Spare key switch and keys (901) for Morley repeaters 709-601-001,MORLEY,£40.20
Morley,Loop Diagnostics,,POL-200-TS,Intelligent hand-held diagnostic test unit for analogue loops. Supplied complete with internal rechargeable battery and power supply,MORLEY,"£1,953.00"
Morley,Addressable Detection,,B501AP,Analogue sensor base with SEMS screw connections for isolated and non-isolated detectors and address identification label. PURE WHITE,MORLEY,£4.50
Morley,Addressable Detection,,B524IEFT-1,"Deep analogue sensor base with built in FET isolator, with SEMS screw connections and address identification label",MORLEY,£43.90
Morley,Addressable Detection,,BPW,Addressable deep base for detector and AV. Pure White Body,MORLEY,£14.70
Morley,Addressable Detection,,BRR,Addressable deep base for detector and AV. Red ,MORLEY,£13.30
Morley,Addressable Detection,,WRR,Addressable sealed deep base for detector and AV. Red,MORLEY,£23.30
Morley,Addressable Detection,,WPW,Addressable sealed deep base for detector and AV. Pure White Body ,MORLEY,£24.50
Morley,Addressable Detection,,RMK400AP,Recess mounting kit suitable for flush mounting bases into a false ceiling,MORLEY,£29.40
Morley,Addressable Detection,,IBS-LIDPW,Pure White cover plate for base sounders. Pack of 10,MORLEY,£61.00
Morley,Addressable Detection,,WB-1AP,Wet base shroud for use with standard bases to allow condensation run off and rear seal. Conduit entry only. Pure White Body,MORLEY,£35.30
Morley,Addressable Detection,,5.21E-22,"Heat sensor. 58 °C, no Isolator  - White. Type A1R. Requires B501AP, base",MORLEY,£52.00
Morley,Addressable Detection,,52051EI-26,Heat sensor. 58 °C and Rate of Rise c/w Isolator - White. Type A1R. Requires B501AP base,MORLEY,£62.00
Morley,Addressable Detection,,52051HTE-26,"Heat high temperature sensor, 78 °C, no Isolator - White. Type BS. Requires  B501AP base",MORLEY,£73.00
Morley,Addressable Detection,,52051RE-26,"Heat sensor. 58 °C and Rate of Rise, no Isolator - White. Type A1R. Requires B501AP base",MORLEY,£55.00
Morley,Addressable Detection,,2.21E-22,"Low profile Optical Smoke Sensor, no Isolator - White. Requires B501AP base",MORLEY,£50.00
Morley,Addressable Detection,,22051EI-26,Low profile Optical Smoke Sensor c/w Isolator - White. Requires B501AP base,MORLEY,£55.00
Morley,Addressable Detection,,22051TE-26,"Multi-sensor combined optical smoke sensor and thermal sensor in a single housing, no Isolator - White, Requires B501AP base",MORLEY,£65.00
Morley,Addressable Detection,,22051TEI-26,"Multi-sensor combined optical smoke sensor and thermal sensor c/w Isolator in a single housing, - White, Requires B501AP base",MORLEY,£63.00
